book	status2	status	PARAGON	tok_length		ParagonURI	local_path
0662RashidAttar.NuzhatNazir	pri	pri	z	22333		z	../data/0662RashidAttar/0662RashidAttar.NuzhatNazir/0662RashidAttar.NuzhatNazir.Shamela0026428-ara1
0550IbnNasirAbuFadlSallami.TanbihCalaAlfaz	pri	pri	z	22316		z	../data/0550IbnNasirAbuFadlSallami/0550IbnNasirAbuFadlSallami.TanbihCalaAlfaz/0550IbnNasirAbuFadlSallami.TanbihCalaAlfaz.Shamela0038160-ara1
0576AbuTahirSilafi.Mashyakha	pri	pri	z	22315		z	../data/0576AbuTahirSilafi/0576AbuTahirSilafi.Mashyakha/0576AbuTahirSilafi.Mashyakha.JK000649-ara1.completed
1379CalaDinNaqshbandi.RisalatTibbQulub	pri	pri	z	22311		z	../data/1379CalaDinNaqshbandi/1379CalaDinNaqshbandi.RisalatTibbQulub/1379CalaDinNaqshbandi.RisalatTibbQulub.Kraken220216061211-ara1
0385SahibIbnCabbadTalqani.AmthalSaira	pri	pri	z	22304		z	../data/0385SahibIbnCabbadTalqani/0385SahibIbnCabbadTalqani.AmthalSaira/0385SahibIbnCabbadTalqani.AmthalSaira.ShamAY0034477-ara2
1324IbnNasifNasraniYaziji.Diwan	pri	pri	z	22302		z	../data/1324IbnNasifNasraniYaziji/1324IbnNasifNasraniYaziji.Diwan/1324IbnNasifNasraniYaziji.Diwan.ShamAY0037937-ara1
0385IbnShahin.SharhMadhahib	pri	pri	z	22297		z	../data/0385IbnShahin/0385IbnShahin.SharhMadhahib/0385IbnShahin.SharhMadhahib.ShamAY0033856-ara1
0463IbnZaydun.Diwan	pri	pri	literature: poetry	22256	1	0000Paragon.ShicrAndalusi	../data/0463IbnZaydun/0463IbnZaydun.Diwan/0463IbnZaydun.Diwan.JK007568-ara1
0909IbnMabrid.Ightirab	pri	pri	z	22249		z	../data/0909IbnMabrid/0909IbnMabrid.Ightirab/0909IbnMabrid.Ightirab.ShamAY0034288-ara1
0246DicbilKhuzaci.WasayatMuluk	pri	pri	z	22242		z	../data/0246DicbilKhuzaci/0246DicbilKhuzaci.WasayatMuluk/0246DicbilKhuzaci.WasayatMuluk.Shamela0000741-ara1
0786ShahidAwwal.Arbacuna	pri	pri	z	22213		z	../data/0786ShahidAwwal/0786ShahidAwwal.Arbacuna/0786ShahidAwwal.Arbacuna.Shia001385-ara1
0188IbnMuhammadFazari.Siyar	pri	pri	z	22197		z	../data/0188IbnMuhammadFazari/0188IbnMuhammadFazari.Siyar/0188IbnMuhammadFazari.Siyar.Shamela0029344-ara1
0209MacmarIbnMuthanna.Khayl	pri	pri	z	22181		z	../data/0209MacmarIbnMuthanna/0209MacmarIbnMuthanna.Khayl/0209MacmarIbnMuthanna.Khayl.Shamela0000790-ara1.mARkdown
0584IbnMusaHazimi.CujalatMubtadi	pri	pri	z	22128		z	../data/0584IbnMusaHazimi/0584IbnMusaHazimi.CujalatMubtadi/0584IbnMusaHazimi.CujalatMubtadi.Shamela0096966-ara1.completed
0487AbuCubaydBakri.TanbihCalaAwham	pri	pri	z	22121		z	../data/0487AbuCubaydBakri/0487AbuCubaydBakri.TanbihCalaAwham/0487AbuCubaydBakri.TanbihCalaAwham.JK009208-ara1
0598IbnIbrahimIbnHajjQunawi.HazzGhalasim	pri	pri	z	22105		z	../data/0598IbnIbrahimIbnHajjQunawi/0598IbnIbrahimIbnHajjQunawi.HazzGhalasim/0598IbnIbrahimIbnHajjQunawi.HazzGhalasim.JK011115-ara1
1349IbnSahmanKhathcami.MinhajAhlHaqq	pri	pri	z	22097		z	../data/1349IbnSahmanKhathcami/1349IbnSahmanKhathcami.MinhajAhlHaqq/1349IbnSahmanKhathcami.MinhajAhlHaqq.Shamela0012091-ara1
0276IbnQutaybaDinawari.IslahGhalat	pri	pri	z	22073		z	../data/0276IbnQutaybaDinawari/0276IbnQutaybaDinawari.IslahGhalat/0276IbnQutaybaDinawari.IslahGhalat.Sham19Y0018197-ara1
0911Suyuti.DhaylTabaqatHuffaz	pri	pri	z	22037		z	../data/0911Suyuti/0911Suyuti.DhaylTabaqatHuffaz/0911Suyuti.DhaylTabaqatHuffaz.ShamAY0038189-ara1
1319MahdiMuhammadHuthi.MawcizaHasana	pri	pri	z	22002		z	../data/1319MahdiMuhammadHuthi/1319MahdiMuhammadHuthi.MawcizaHasana/1319MahdiMuhammadHuthi.MawcizaHasana.Zaydiyya0000028-ara1
0090AkhtalShacir.Diwan	pri	pri	literature: poetry	21979	1	0000Paragon.ShicrUmawi	../data/0090AkhtalShacir/0090AkhtalShacir.Diwan/0090AkhtalShacir.Diwan.JK007544-ara1
1211KazimUzri.Uzriyya	pri	pri	z	21971		z	../data/1211KazimUzri/1211KazimUzri.Uzriyya/1211KazimUzri.Uzriyya.Shia003751-ara1
0833IbnJazari.TamhidFiCulumTajwid	pri	pri	z	21952		z	../data/0833IbnJazari/0833IbnJazari.TamhidFiCulumTajwid/0833IbnJazari.TamhidFiCulumTajwid.Shamela0008194-ara1
0360HamzaIsfahani.Tanbih	pri	pri	z	21920		z	../data/0360HamzaIsfahani/0360HamzaIsfahani.Tanbih/0360HamzaIsfahani.Tanbih.Sham19Y0018257-ara1
1050IbnMansurBiLlahYamani.AdabCulama	pri	pri	z	21880		z	../data/1050IbnMansurBiLlahYamani/1050IbnMansurBiLlahYamani.AdabCulama/1050IbnMansurBiLlahYamani.AdabCulama.Zaydiyya0000339-ara1
1342JacfarHashimi.AkhbarGhariba	pri	pri	z	21878		z	../data/1342JacfarHashimi/1342JacfarHashimi.AkhbarGhariba/1342JacfarHashimi.AkhbarGhariba.ShamAY0038438-ara1
0275IbnMuhammadMarwazi.AkhbarShuyukh	pri	pri	z	21831		z	../data/0275IbnMuhammadMarwazi/0275IbnMuhammadMarwazi.AkhbarShuyukh/0275IbnMuhammadMarwazi.AkhbarShuyukh.Shamela0009356-ara1
0927ShaykhCammiSacid.Jawabat	pri	pri	z	21824		z	../data/0927ShaykhCammiSacid/0927ShaykhCammiSacid.Jawabat/0927ShaykhCammiSacid.Jawabat.ShamIbadiyya0000511-ara1
0588IbnShahrAshub.MacalimCulama	pri	pri	z	21796		z	../data/0588IbnShahrAshub/0588IbnShahrAshub.MacalimCulama/0588IbnShahrAshub.MacalimCulama.Shia002938-ara1
0595IbnRushdHafid.DaruriFiUsulFiqh	pri	pri	z	21763		z	../data/0595IbnRushdHafid/0595IbnRushdHafid.DaruriFiUsulFiqh/0595IbnRushdHafid.DaruriFiUsulFiqh.Shamela0001703-ara1
1029QasimIbnMuhammadImam.Tahdhir	pri	pri	z	21749		z	../data/1029QasimIbnMuhammadImam/1029QasimIbnMuhammadImam.Tahdhir/1029QasimIbnMuhammadImam.Tahdhir.Zaydiyya0000330-ara1
1359SulaymanBaruni.MukhtasarTarikhIbadiyya	pri	pri	z	21745		z	../data/1359SulaymanBaruni/1359SulaymanBaruni.MukhtasarTarikhIbadiyya/1359SulaymanBaruni.MukhtasarTarikhIbadiyya.ShamIbadiyya0000147-ara1
1304CabdHayyLaknawi.Hashasa	pri	pri	z	21731		z	../data/1304CabdHayyLaknawi/1304CabdHayyLaknawi.Hashasa/1304CabdHayyLaknawi.Hashasa.ShamAY0036013-ara1
0288Ushnandani.MacaniShicr	pri	pri	z	21722		z	../data/0288Ushnandani/0288Ushnandani.MacaniShicr/0288Ushnandani.MacaniShicr.Kraken220410202737-ara1
0640AbuHafsDunaysiri.TarikhDunaysir	pri	pri	z	21722		z	../data/0640AbuHafsDunaysiri/0640AbuHafsDunaysiri.TarikhDunaysir/0640AbuHafsDunaysiri.TarikhDunaysir.Shamela0026813-ara1.completed
0449AbuCalaMacarri.RisalaFiTacziya	pri	pri	z	21711		z	../data/0449AbuCalaMacarri/0449AbuCalaMacarri.RisalaFiTacziya/0449AbuCalaMacarri.RisalaFiTacziya.Kraken22021606122005-ara1
0702IbnDaqiqCidQushayri.SharhArbacinaNawawiyya	pri	pri	z	21702		z	../data/0702IbnDaqiqCidQushayri/0702IbnDaqiqCidQushayri.SharhArbacinaNawawiyya/0702IbnDaqiqCidQushayri.SharhArbacinaNawawiyya.Shamela0011244-ara1
0809IbnQunfudh.WasilatIslam	pri	pri	z	21686		z	../data/0809IbnQunfudh/0809IbnQunfudh.WasilatIslam/0809IbnQunfudh.WasilatIslam.JK001286-ara1
1314ShakirBatluni.NafhAzhar	pri	pri	z	21684		z	../data/1314ShakirBatluni/1314ShakirBatluni.NafhAzhar/1314ShakirBatluni.NafhAzhar.Shamela0028175-ara1
0637IbnKhabbazMawsili.FaridaFiSharh	pri	pri	z	21672		z	../data/0637IbnKhabbazMawsili/0637IbnKhabbazMawsili.FaridaFiSharh/0637IbnKhabbazMawsili.FaridaFiSharh.Kraken22021606120702-ara1
1170IbnMuhammadMahalliMisri.MazidNicma	pri	pri	z	21659		z	../data/1170IbnMuhammadMahalliMisri/1170IbnMuhammadMahalliMisri.MazidNicma/1170IbnMuhammadMahalliMisri.MazidNicma.Shamela0011577-ara1
0418WazirMaghribi.Munakhkhal	pri	pri	z	21647		z	../data/0418WazirMaghribi/0418WazirMaghribi.Munakhkhal/0418WazirMaghribi.Munakhkhal.EScr202205230742-ara1
0298HadiIlaHaqqYahya.TuhfaCasjadiya	pri	pri	z	21633		z	../data/0298HadiIlaHaqqYahya/0298HadiIlaHaqqYahya.TuhfaCasjadiya/0298HadiIlaHaqqYahya.TuhfaCasjadiya.Shia003990-ara1
0911Suyuti.NuzhatMutaammil	pri	pri	z	21631		z	../data/0911Suyuti/0911Suyuti.NuzhatMutaammil/0911Suyuti.NuzhatMutaammil.Kraken21042917-ara1
1342MahmudShukriAlusi.GharaibFiqhiyya	pri	pri	z	21620		z	../data/1342MahmudShukriAlusi/1342MahmudShukriAlusi.GharaibFiqhiyya/1342MahmudShukriAlusi.GharaibFiqhiyya.ShamAY0035689-ara1
0330BahithIbnMarzuban.Alfaz	pri	pri	z	21579		z	../data/0330BahithIbnMarzuban/0330BahithIbnMarzuban.Alfaz/0330BahithIbnMarzuban.Alfaz.Shamela0006925-ara1.completed
0613IbnBaninDaqiqiNahwi.IttifaqMabani	pri	pri	z	21568		z	../data/0613IbnBaninDaqiqiNahwi/0613IbnBaninDaqiqiNahwi.IttifaqMabani/0613IbnBaninDaqiqiNahwi.IttifaqMabani.JK001043-ara1
0444AbuCamrDani.MuqnicFiRasmMasahif	pri	pri	z	21564		z	../data/0444AbuCamrDani/0444AbuCamrDani.MuqnicFiRasmMasahif/0444AbuCamrDani.MuqnicFiRasmMasahif.Shamela0010918-ara1
0852IbnHajarCasqalani.Diwan	pri	pri	z	21559		z	../data/0852IbnHajarCasqalani/0852IbnHajarCasqalani.Diwan/0852IbnHajarCasqalani.Diwan.MMS00018-ara1
0284MuhammadIbnQasimRassi.HijraWaWasiyya	pri	pri	z	21497		z	../data/0284MuhammadIbnQasimRassi/0284MuhammadIbnQasimRassi.HijraWaWasiyya/0284MuhammadIbnQasimRassi.HijraWaWasiyya.Zaydiyya0000019-ara1
0645IbnNimaHilli.MuthirAhzan	pri	pri	z	21495		z	../data/0645IbnNimaHilli/0645IbnNimaHilli.MuthirAhzan/0645IbnNimaHilli.MuthirAhzan.Masaha002853-ara1
0507IbnQaysarani.MacrifatTadhkira	pri	pri	z	21469		z	../data/0507IbnQaysarani/0507IbnQaysarani.MacrifatTadhkira/0507IbnQaysarani.MacrifatTadhkira.Shamela0006080-ara1
0396SirawaniSaghir.AdabMuluk	pri	pri	z	21463		z	../data/0396SirawaniSaghir/0396SirawaniSaghir.AdabMuluk/0396SirawaniSaghir.AdabMuluk.Kraken220413202353-ara1
0231AbuTamam.Wahshiyyat	pri	pri	z	21455		z	../data/0231AbuTamam/0231AbuTamam.Wahshiyyat/0231AbuTamam.Wahshiyyat.Shamela0036082-ara1
0317IbnShuqayr.Muhalla	pri	pri	z	21430		z	../data/0317IbnShuqayr/0317IbnShuqayr.Muhalla/0317IbnShuqayr.Muhalla.Kraken22021606122502-ara1
0375IkhwanSafa.JamicatJamica	pri	pri	z	21418		z	../data/0375IkhwanSafa/0375IkhwanSafa.JamicatJamica/0375IkhwanSafa.JamicatJamica.GVDB20200108-ara1.mARkdown
0448HilalSabi.RusumDarKhilafa	pri	pri	z	21417		z	../data/0448HilalSabi/0448HilalSabi.RusumDarKhilafa/0448HilalSabi.RusumDarKhilafa.Shamela0008173-ara1
0649IbnSahlAndalusi.Diwan	pri	pri	literature: poetry	21396	1	0000Paragon.ShicrAndalusi	../data/0649IbnSahlAndalusi/0649IbnSahlAndalusi.Diwan/0649IbnSahlAndalusi.Diwan.JK007569-ara1
1336CabdHamidThani.MudhakkaratiSiyasiya	pri	pri	z	21388		z	../data/1336CabdHamidThani/1336CabdHamidThani.MudhakkaratiSiyasiya/1336CabdHamidThani.MudhakkaratiSiyasiya.JK000391-ara1
0333CabdAllahIbnLabbad.CunwanMajhul	pri	pri	z	21383		z	../data/0333CabdAllahIbnLabbad/0333CabdAllahIbnLabbad.CunwanMajhul/0333CabdAllahIbnLabbad.CunwanMajhul.JMIHE04-ara1.mARkdown
0543IbnCarabiIshbili.Mahsul	pri	pri	z	21373		z	../data/0543IbnCarabiIshbili/0543IbnCarabiIshbili.Mahsul/0543IbnCarabiIshbili.Mahsul.Shamela0006281-ara1
0542IbnMunjibTajRiyasaIbnSayrafi.Ishara	pri	pri	z	21316		z	../data/0542IbnMunjibTajRiyasaIbnSayrafi/0542IbnMunjibTajRiyasaIbnSayrafi.Ishara/0542IbnMunjibTajRiyasaIbnSayrafi.Ishara.Kraken210223142003-ara1
1086IbnCajamiMisri.DhaylLubbLubab	pri	pri	z	21315		z	../data/1086IbnCajamiMisri/1086IbnCajamiMisri.DhaylLubbLubab/1086IbnCajamiMisri.DhaylLubbLubab.Shamela0096236-ara1.completed
0360Ramhurmuzi.AmthalHadith	pri	pri	z	21310		z	../data/0360Ramhurmuzi/0360Ramhurmuzi.AmthalHadith/0360Ramhurmuzi.AmthalHadith.Shia002175-ara1
0855IbnTayyFaqacani.Sultan	pri	pri	z	21289		z	../data/0855IbnTayyFaqacani/0855IbnTayyFaqacani.Sultan/0855IbnTayyFaqacani.Sultan.Masaha002040-ara1
1029IbnMuhammadMansurBiLlah.IrshadIlaSabilRashad	pri	pri	z	21278		z	../data/1029IbnMuhammadMansurBiLlah/1029IbnMuhammadMansurBiLlah.IrshadIlaSabilRashad/1029IbnMuhammadMansurBiLlah.IrshadIlaSabilRashad.Shia004486-ara1
1349IbnSahmanKhathcami.KashfShubhatayn	pri	pri	z	21253		z	../data/1349IbnSahmanKhathcami/1349IbnSahmanKhathcami.KashfShubhatayn/1349IbnSahmanKhathcami.KashfShubhatayn.Shamela0011352-ara1
0298Junayd.SirrFiAnfasSufiyya	pri	pri	z	21240		z	../data/0298Junayd/0298Junayd.SirrFiAnfasSufiyya/0298Junayd.SirrFiAnfasSufiyya.eScr20120512-ara1
1409RuhAllahKhumayni.SharhDucaSahar	pri	pri	z	21239		z	../data/1409RuhAllahKhumayni/1409RuhAllahKhumayni.SharhDucaSahar/1409RuhAllahKhumayni.SharhDucaSahar.Zaydiyya0000189-ara1
0303Nasai.FadailSahaba	pri	pri	z	21222		z	../data/0303Nasai/0303Nasai.FadailSahaba/0303Nasai.FadailSahaba.JK000747-ara1.mARkdown
0337IbnIshaqZajjaji.Ibdal	pri	pri	z	21205		z	../data/0337IbnIshaqZajjaji/0337IbnIshaqZajjaji.Ibdal/0337IbnIshaqZajjaji.Ibdal.Kraken220410202747-ara1
0238IbnHabibQurtubi.MukhtasarFiTibb	pri	pri	z	21182		0000Paragon.TibbNabawi	../data/0238IbnHabibQurtubi/0238IbnHabibQurtubi.MukhtasarFiTibb/0238IbnHabibQurtubi.MukhtasarFiTibb.Shamela0010705-ara1
0848IbnSarrajAndalusi.Fatawa	pri	pri	z	21181		z	../data/0848IbnSarrajAndalusi/0848IbnSarrajAndalusi.Fatawa/0848IbnSarrajAndalusi.Fatawa.Shamela0095578-ara1
0285IbnYazidMubarrad.Fadil	pri	pri	z	21170		z	../data/0285IbnYazidMubarrad/0285IbnYazidMubarrad.Fadil/0285IbnYazidMubarrad.Fadil.Shamela0010508-ara1.completed
0350Anonymous.AristutalisFiNafs	pri	pri	varia: greek	21166	1	0000Paragon.VariaYunaniyya	../data/0350Anonymous/0350Anonymous.AristutalisFiNafs/0350Anonymous.AristutalisFiNafs.GRAR000020-ara1
0914IbnYahyaWansharisi.IdahMasalik	pri	pri	z	21157		z	../data/0914IbnYahyaWansharisi/0914IbnYahyaWansharisi.IdahMasalik/0914IbnYahyaWansharisi.IdahMasalik.Sham19Y0132374-ara1.completed
0411MuayyadAhmad.Tabsira	pri	pri	z	21113		z	../data/0411MuayyadAhmad/0411MuayyadAhmad.Tabsira/0411MuayyadAhmad.Tabsira.Zaydiyya0000457-ara1
0911Suyuti.RafcBas	pri	pri	z	21096		z	../data/0911Suyuti/0911Suyuti.RafcBas/0911Suyuti.RafcBas.ShamAY0035870-ara1
0310IbnCabbasYazidi.Amali	pri	pri	z	21091		z	../data/0310IbnCabbasYazidi/0310IbnCabbasYazidi.Amali/0310IbnCabbasYazidi.Amali.JK010748-ara1
0001ImruQaysIbnHujr.Diwan	pri	pri	literature: poetry	21075	1	0000Paragon.ShicrJahili	../data/0001ImruQaysIbnHujr/0001ImruQaysIbnHujr.Diwan/0001ImruQaysIbnHujr.Diwan.Shamela0027112-ara1
0310AbuCabbasNayrizi.SharhUsulLiUqlidis	pri	pri	varia: greek	21070	1	0000Paragon.VariaYunaniyya	../data/0310AbuCabbasNayrizi/0310AbuCabbasNayrizi.SharhUsulLiUqlidis/0310AbuCabbasNayrizi.SharhUsulLiUqlidis.GRAR000056-ara1
0368AbuGhalibZurari.Risala	pri	pri	z	21069		z	../data/0368AbuGhalibZurari/0368AbuGhalibZurari.Risala/0368AbuGhalibZurari.Risala.Shia002929-ara1.completed
0520IbnMuhammadTurtushi.Hawadith	pri	pri	z	21055		z	../data/0520IbnMuhammadTurtushi/0520IbnMuhammadTurtushi.Hawadith/0520IbnMuhammadTurtushi.Hawadith.Shamela0008590-ara1.completed
0597IbnJawzi.ThibatCindaMamat	pri	pri	z	21047		z	../data/0597IbnJawzi/0597IbnJawzi.ThibatCindaMamat/0597IbnJawzi.ThibatCindaMamat.Shamela0006789-ara1
0664IbnTawus.MujtanaMinDucaMujtaba	pri	pri	z	21022		z	../data/0664IbnTawus/0664IbnTawus.MujtanaMinDucaMujtaba/0664IbnTawus.MujtanaMinDucaMujtaba.Shia001369-ara1
1429BakrIbnCabdAllah.TabaqatNassabin	pri	pri	z	21019		z	../data/1429BakrIbnCabdAllah/1429BakrIbnCabdAllah.TabaqatNassabin/1429BakrIbnCabdAllah.TabaqatNassabin.Shamela0001592-ara1
1176ShahWaliAllahDihlawi.FawzKabir	pri	pri	z	20978		z	../data/1176ShahWaliAllahDihlawi/1176ShahWaliAllahDihlawi.FawzKabir/1176ShahWaliAllahDihlawi.FawzKabir.Shamela0009964-ara1
0732AbuFida.Yawaqit	pri	pri	z	20964		z	../data/0732AbuFida/0732AbuFida.Yawaqit/0732AbuFida.Yawaqit.JK010465-ara1
0779IbnYusufAndalusiGharnati.TuhfatAqran	pri	pri	z	20954		z	../data/0779IbnYusufAndalusiGharnati/0779IbnYusufAndalusiGharnati.TuhfatAqran/0779IbnYusufAndalusiGharnati.TuhfatAqran.Shamela0001396-ara1
0375AbuDulafYanbuci.RisalaThaniya	pri	pri	z	20925		z	../data/0375AbuDulafYanbuci/0375AbuDulafYanbuci.RisalaThaniya/0375AbuDulafYanbuci.RisalaThaniya.Masaha004757-ara1
0335Suli.AkhbarAbiTamam	pri	pri	z	20924		z	../data/0335Suli/0335Suli.AkhbarAbiTamam/0335Suli.AkhbarAbiTamam.Shamela0000515-ara1.completed
0776LisanDinIbnKhatib.MicyarIkhtiyar	pri	pri	z	20892		z	../data/0776LisanDinIbnKhatib/0776LisanDinIbnKhatib.MicyarIkhtiyar/0776LisanDinIbnKhatib.MicyarIkhtiyar.Shamela0011940-ara1.completed
0658IbnAbbar.DurarSamt	pri	pri	z	20870		z	../data/0658IbnAbbar/0658IbnAbbar.DurarSamt/0658IbnAbbar.DurarSamt.Shia002205-ara1
0321IbnDuraydAzdi.TacliqMinAmali	pri	pri	z	20857		z	../data/0321IbnDuraydAzdi/0321IbnDuraydAzdi.TacliqMinAmali/0321IbnDuraydAzdi.TacliqMinAmali.ShamIbadiyya0000612-ara1
0204IbnKalbi.JamharatAnsab	pri	pri	z	20833		z	../data/0204IbnKalbi/0204IbnKalbi.JamharatAnsab/0204IbnKalbi.JamharatAnsab.Shamela0000504-ara1
0463KhatibBaghdadi.Tatfil	pri	pri	z	20780		z	../data/0463KhatibBaghdadi/0463KhatibBaghdadi.Tatfil/0463KhatibBaghdadi.Tatfil.Shamela0005428-ara1
0748Dhahabi.DhaylCibar	pri	pri	z	20768		z	../data/0748Dhahabi/0748Dhahabi.DhaylCibar/0748Dhahabi.DhaylCibar.JK001291BK1-ara1.mARkdown
0533IbnBajja.RasailFalsafiyya	pri	pri	z	20759		z	../data/0533IbnBajja/0533IbnBajja.RasailFalsafiyya/0533IbnBajja.RasailFalsafiyya.Shamela0008301-ara1.completed
0300IbnSacidKufi.Mumin	pri	pri	z	20756		z	../data/0300IbnSacidKufi/0300IbnSacidKufi.Mumin/0300IbnSacidKufi.Mumin.Shia001120-ara1
0465IbnMuhtadi.Mashyakha	pri	pri	z	20755		z	../data/0465IbnMuhtadi/0465IbnMuhtadi.Mashyakha/0465IbnMuhtadi.Mashyakha.ShamAY0032959-ara1
0398BadicZamanHamadhani.Maqamat	pri	pri	z	20752		z	../data/0398BadicZamanHamadhani/0398BadicZamanHamadhani.Maqamat/0398BadicZamanHamadhani.Maqamat.JK009269-ara1.completed
0287IbnAbiCasim.Diyat	pri	pri	z	20742		z	../data/0287IbnAbiCasim/0287IbnAbiCasim.Diyat/0287IbnAbiCasim.Diyat.ShamAY0034284-ara1
0363QadiNucman.Iqtisar	pri	pri	z	20735		z	../data/0363QadiNucman/0363QadiNucman.Iqtisar/0363QadiNucman.Iqtisar.Tess21020914-ara1
0381IbnBabawayhSaduq.Ictiqadat	pri	pri	z	20689		z	../data/0381IbnBabawayhSaduq/0381IbnBabawayhSaduq.Ictiqadat/0381IbnBabawayhSaduq.Ictiqadat.Shia001135-ara1.completed
1198AhmadIbnSalahKhatib.AmanMinMasailThaman	pri	pri	z	20623		z	../data/1198AhmadIbnSalahKhatib/1198AhmadIbnSalahKhatib.AmanMinMasailThaman/1198AhmadIbnSalahKhatib.AmanMinMasailThaman.Zaydiyya0000343-ara1
0433IbnAhmadCamidi.IbanaCanSariqat	pri	pri	z	20620		z	../data/0433IbnAhmadCamidi/0433IbnAhmadCamidi.IbanaCanSariqat/0433IbnAhmadCamidi.IbanaCanSariqat.Shamela0037468-ara1
0456IbnHazm.AkhlaqWaSiyar	pri	pri	z	20612		z	../data/0456IbnHazm/0456IbnHazm.AkhlaqWaSiyar/0456IbnHazm.AkhlaqWaSiyar.ShamAY0033746-ara1
1371MuhsinAminCamili.AbuHusaynZaydShahid	pri	pri	z	20607		z	../data/1371MuhsinAminCamili/1371MuhsinAminCamili.AbuHusaynZaydShahid/1371MuhsinAminCamili.AbuHusaynZaydShahid.Zaydiyya0000195-ara1
0307AbuYaclaMawsili.Mucjam	pri	pri	z	20595		z	../data/0307AbuYaclaMawsili/0307AbuYaclaMawsili.Mucjam/0307AbuYaclaMawsili.Mucjam.JK000691-ara1
0852IbnHajarCasqalani.ZahrNadirFiHalKhadir	pri	pri	z	20595		z	../data/0852IbnHajarCasqalani/0852IbnHajarCasqalani.ZahrNadirFiHalKhadir/0852IbnHajarCasqalani.ZahrNadirFiHalKhadir.JK006670-ara1
1317KhayrDinAlusi.AyatBayyinat	pri	pri	z	20581		z	../data/1317KhayrDinAlusi/1317KhayrDinAlusi.AyatBayyinat/1317KhayrDinAlusi.AyatBayyinat.Shamela0000247-ara1
0646IbnCumarIbnHajibKurdi.ShafiyaFiCilmTasrif	pri	pri	z	20562		z	../data/0646IbnCumarIbnHajibKurdi/0646IbnCumarIbnHajibKurdi.ShafiyaFiCilmTasrif/0646IbnCumarIbnHajibKurdi.ShafiyaFiCilmTasrif.Shamela0022391-ara1
1182IbnIsmacilSancani.TathirIctiqad	pri	pri	z	20539		z	../data/1182IbnIsmacilSancani/1182IbnIsmacilSancani.TathirIctiqad/1182IbnIsmacilSancani.TathirIctiqad.Shamela0011098-ara1
0548IbnQaysaraniShacir.Diwan	pri	pri	literature: poetry	20498	1	0000Paragon.ShicrCabbasi	../data/0548IbnQaysaraniShacir/0548IbnQaysaraniShacir.Diwan/0548IbnQaysaraniShacir.Diwan.ShamAY0037840-ara1
0902Sakhawi.TajridCalaTanqih	pri	pri	z	20488		z	../data/0902Sakhawi/0902Sakhawi.TajridCalaTanqih/0902Sakhawi.TajridCalaTanqih.Sham19Y0132964-ara1
0298HadiIlaHaqqYahya.SharhBalighMudrak	pri	pri	z	20464		z	../data/0298HadiIlaHaqqYahya/0298HadiIlaHaqqYahya.SharhBalighMudrak/0298HadiIlaHaqqYahya.SharhBalighMudrak.Zaydiyya0000401-ara1
0304HasanUtrush.Bisat	pri	pri	z	20459		z	../data/0304HasanUtrush/0304HasanUtrush.Bisat/0304HasanUtrush.Bisat.Zaydiyya0000041-ara1
0786ShahidAwwal.Alfiyya	pri	pri	z	20457		z	../data/0786ShahidAwwal/0786ShahidAwwal.Alfiyya/0786ShahidAwwal.Alfiyya.Shia000115-ara1
0219IbnMuslimBasri.Ahadith	pri	pri	z	20449		z	../data/0219IbnMuslimBasri/0219IbnMuslimBasri.Ahadith/0219IbnMuslimBasri.Ahadith.Shamela0030305-ara1
1206IbnCabdWahhab.Fatawa	pri	pri	z	20441		0000Paragon.FiqhFatawaHanbaliyya	../data/1206IbnCabdWahhab/1206IbnCabdWahhab.Fatawa/1206IbnCabdWahhab.Fatawa.Shamela0011324-ara1
1428MajdDinMuayyadi.JamicaMuhimma	pri	pri	z	20371		z	../data/1428MajdDinMuayyadi/1428MajdDinMuayyadi.JamicaMuhimma/1428MajdDinMuayyadi.JamicaMuhimma.Zaydiyya0000002-ara1
0382IbnCabdAllahCaskari.MasunFiAdab	pri	pri	z	20340		z	../data/0382IbnCabdAllahCaskari/0382IbnCabdAllahCaskari.MasunFiAdab/0382IbnCabdAllahCaskari.MasunFiAdab.Shamela0005502-ara1.completed
1225IbnNasirNajdi.TuhfaMadaniyya	pri	pri	z	20337		z	../data/1225IbnNasirNajdi/1225IbnNasirNajdi.TuhfaMadaniyya/1225IbnNasirNajdi.TuhfaMadaniyya.Shamela0008585-ara1
0728IbnTaymiyya.MasalaFiTawhidFalasifa	pri	pri	z	20311		z	../data/0728IbnTaymiyya/0728IbnTaymiyya.MasalaFiTawhidFalasifa/0728IbnTaymiyya.MasalaFiTawhidFalasifa.Sham19Y0147670-ara1
0748Dhahabi.MucinFiTabaqatMuhaddithin	pri	pri	z	20289		z	../data/0748Dhahabi/0748Dhahabi.MucinFiTabaqatMuhaddithin/0748Dhahabi.MucinFiTabaqatMuhaddithin.JK000658-ara1.mARkdown
0650RashidDinDimashqi.MashyakhaBaghdadiyya	pri	pri	z	20265		z	../data/0650RashidDinDimashqi/0650RashidDinDimashqi.MashyakhaBaghdadiyya/0650RashidDinDimashqi.MashyakhaBaghdadiyya.Shamela0009389-ara1
0794BadrDinZarkashi.TadhkiraFiAhadithMashhura	pri	pri	z	20256		z	../data/0794BadrDinZarkashi/0794BadrDinZarkashi.TadhkiraFiAhadithMashhura/0794BadrDinZarkashi.TadhkiraFiAhadithMashhura.Shamela0006061-ara1
